Ngày giao dịch,Mã sản phẩm,Danh mục sản phẩm,Số lượng bán,Giá bán,Doanh thu
2023-11-30,SP00067,Giày,8,1667593,13340744
2023-08-22,SP00455,Mũ,1,579663,579663
2023-05-24,SP00350,Mũ,7,1974508,13821556
2023-12-31,SP00415,Áo,3,434699,1304097
2023-11-09,SP00078,Giày,8,1520062,12160496
2023-08-03,SP00431,Áo,4,347912,1391648
2023-10-20,SP00151,Túi xách,10,1235507,12355070
2023-01-10,SP00131,Quần,8,982476,7859808
2023-10-19,SP00229,Váy,3,1538635,4615905
2023-08-19,SP00475,Mũ,10,925143,9251430
2023-11-27,SP00493,Váy,6,1540738,9244428
2023-07-15,SP00430,Giày,5,1076361,5381805
2023-12-12,SP00382,Giày,1,757871,757871
2023-09-01,SP00187,Mũ,5,163025,815125
2023-11-24,SP00272,Áo,8,1246230,9969840
2023-10-18,SP00296,Mũ,7,1625383,11377681
2023-08-15,SP00289,Quần,7,834719,5843033
2023-10-20,SP00205,Đầm,7,1928181,13497267
2023-10-18,SP00003,Quần,6,397124,2382744
2023-05-14,SP00344,Phụ kiện,6,1368474,8210844
2023-05-13,SP00116,Quần,9,1963084,17667756
2023-04-29,SP00371,Đầm,10,152591,1525910
2023-12-05,SP00160,Quần,1,1454674,1454674
2023-08-12,SP00499,Áo,9,1904372,17139348
2023-01-13,SP00386,Quần,1,1942458,1942458
2023-04-16,SP00062,Đầm,3,1708578,5125734
2023-08-10,SP00201,Túi xách,10,1738112,17381120
2023-08-29,SP00450,Quần,1,1678471,1678471
2023-10-22,SP00150,Quần,8,1134447,9075576
2023-08-13,SP00022,Quần,4,267986,1071944
2023-10-29,SP00299,Mũ,4,594471,2377884
2023-08-08,SP00197,Đầm,10,1823191,18231910
2023-10-24,SP00368,Đầm,2,1972904,3945808
2023-01-13,SP00235,Giày,9,1576013,14184117
2023-01-07,SP00369,Giày,5,1810875,9054375
2023-07-05,SP00046,Đầm,4,1405609,5622436
2023-03-22,SP00499,Váy,1,926674,926674
2023-02-08,SP00288,Quần,2,614199,1228398
2023-05-12,SP00462,Quần,8,159275,1274200
2023-03-27,SP00227,Váy,6,1990943,11945658
2023-09-02,SP00423,Mũ,5,133146,665730
2023-07-18,SP00425,Áo,7,665944,4661608
2023-03-18,SP00067,Áo,9,1648901,14840109
2023-01-16,SP00081,Quần,6,1129076,6774456
2023-04-12,SP00367,Mũ,3,1545113,4635339
2023-02-09,SP00079,Áo,1,1174243,1174243
2023-07-25,SP00324,Phụ kiện,5,1409331,7046655
2023-07-01,SP00032,Phụ kiện,7,1669626,11687382
2023-11-17,SP00263,Túi xách,10,1504670,15046700
2023-07-20,SP00184,Phụ kiện,7,1342984,9400888
2023-07-28,SP00312,Đầm,8,720383,5763064
2023-06-24,SP00472,Mũ,3,1321433,3964299
2023-04-02,SP00013,Quần,7,1077503,7542521
2023-03-24,SP00246,Quần,2,1648215,3296430
2023-05-06,SP00005,Áo,9,127427,1146843
2023-11-24,SP00133,Giày,2,1725903,3451806
2023-03-27,SP00257,Váy,6,839077,5034462
2023-12-23,SP00234,Mũ,4,1988224,7952896
2023-07-30,SP00256,Đầm,7,1995829,13970803
2023-07-12,SP00201,Áo,2,1778629,3557258
2023-06-13,SP00209,Phụ kiện,2,1158412,2316824
2023-11-11,SP00254,Mũ,9,1251794,11266146
2023-11-01,SP00426,Áo,10,486855,4868550
2023-12-16,SP00248,Váy,1,1818920,1818920
2023-02-28,SP00219,Váy,2,844521,1689042
2023-02-16,SP00118,Áo,1,325376,325376
2023-05-25,SP00391,Giày,6,357576,2145456
2023-09-23,SP00396,Giày,9,869143,7822287
2023-01-22,SP00004,Phụ kiện,1,1680356,1680356
2023-01-09,SP00153,Túi xách,7,1010384,7072688
2023-05-17,SP00487,Đầm,1,1359720,1359720
2023-11-22,SP00004,Giày,2,800316,1600632
2023-09-22,SP00383,Áo,4,968562,3874248
2023-03-09,SP00253,Áo,6,727036,4362216
2023-07-03,SP00093,Mũ,1,1871943,1871943
2023-05-05,SP00488,Đầm,7,381678,2671746
2023-10-09,SP00228,Váy,2,1868145,3736290
2023-08-12,SP00054,Áo,4,480013,1920052
2023-10-08,SP00016,Phụ kiện,4,1510773,6043092
2023-02-24,SP00332,Mũ,9,1655952,14903568
2023-05-10,SP00178,Mũ,4,1154990,4619960
2023-12-02,SP00267,Mũ,9,1592123,14329107
2023-12-25,SP00253,Mũ,6,881111,5286666
2023-07-14,SP00131,Váy,8,637127,5097016
2023-05-06,SP00065,Váy,9,484201,4357809
2023-12-29,SP00063,Mũ,4,1407857,5631428
2023-07-17,SP00405,Mũ,7,141485,990395
2023-08-21,SP00396,Giày,7,1127817,7894719
2023-11-15,SP00337,Giày,8,651328,5210624
2023-09-12,SP00256,Quần,8,812215,6497720
2023-03-30,SP00025,Đầm,2,429121,858242
2023-10-27,SP00319,Mũ,9,913110,8217990
2023-07-07,SP00268,Phụ kiện,4,1375300,5501200
2023-02-03,SP00254,Túi xách,7,1416675,9916725
2023-06-22,SP00369,Giày,10,471780,4717800
2023-07-06,SP00411,Váy,10,348986,3489860
2023-07-21,SP00438,Váy,3,1416706,4250118
2023-04-29,SP00463,Váy,3,1116532,3349596
2023-11-13,SP00125,Giày,3,1170532,3511596
2023-06-15,SP00186,Đầm,3,1670659,5011977
2023-07-11,SP00199,Phụ kiện,3,996357,2989071
2023-08-02,SP00430,Quần,10,155377,1553770
2023-01-13,SP00372,Quần,5,1071769,5358845
2023-06-21,SP00111,Túi xách,8,479385,3835080
2023-07-16,SP00478,Túi xách,3,754144,2262432
2023-11-13,SP00132,Váy,4,131002,524008
2023-07-10,SP00187,Túi xách,5,103514,517570
2023-11-22,SP00033,Mũ,1,1586293,1586293
2023-12-22,SP00316,Túi xách,3,685581,2056743
2023-04-25,SP00189,Phụ kiện,4,178333,713332
2023-05-01,SP00086,Váy,9,973279,8759511
2023-07-13,SP00006,Giày,4,1045984,4183936
2023-11-01,SP00264,Túi xách,5,271934,1359670
2023-07-03,SP00380,Áo,8,1737778,13902224
2023-10-24,SP00016,Phụ kiện,6,1369822,8218932
2023-06-25,SP00234,Túi xách,2,651697,1303394
2023-08-29,SP00210,Túi xách,2,246558,493116
2023-10-27,SP00090,Quần,2,1094389,2188778
2023-09-01,SP00192,Áo,8,1801276,14410208
2023-01-02,SP00110,Mũ,3,474835,1424505
2023-08-12,SP00337,Đầm,2,1470493,2940986
2023-12-07,SP00359,Mũ,6,1779055,10674330
2023-09-02,SP00034,Mũ,2,1551685,3103370
2023-09-15,SP00496,Váy,8,582036,4656288
2023-03-27,SP00014,Đầm,7,797141,5579987
2023-06-27,SP00290,Mũ,3,507681,1523043
2023-05-17,SP00449,Váy,1,1191023,1191023
2023-03-15,SP00387,Quần,10,381746,3817460
2023-06-30,SP00467,Đầm,4,1003932,4015728
2023-07-24,SP00419,Váy,6,1585691,9514146
2023-08-02,SP00468,Áo,6,154270,925620
2023-11-21,SP00085,Mũ,6,1215750,7294500
2023-07-19,SP00161,Mũ,9,1277267,11495403
2023-04-11,SP00297,Phụ kiện,2,1773616,3547232
2023-12-03,SP00447,Mũ,7,794587,5562109
2023-06-23,SP00285,Áo,6,116724,700344
2023-04-04,SP00199,Giày,5,260621,1303105
2023-02-04,SP00299,Đầm,8,1548036,12384288
2023-06-25,SP00041,Túi xách,6,1036245,6217470
2023-06-27,SP00260,Đầm,9,1921377,17292393
2023-08-31,SP00139,Giày,10,369780,3697800
2023-12-08,SP00396,Giày,2,593790,1187580
2023-06-24,SP00383,Đầm,6,273402,1640412
2023-07-27,SP00287,Váy,4,1633614,6534456
2023-06-06,SP00378,Áo,5,690215,3451075
2023-02-17,SP00175,Túi xách,9,715452,6439068
2023-12-04,SP00383,Đầm,3,1251482,3754446
2023-07-31,SP00337,Quần,5,437892,2189460
2023-01-23,SP00331,Phụ kiện,8,1041174,8329392
2023-06-07,SP00124,Túi xách,8,584584,4676672
2023-03-21,SP00126,Váy,7,1511266,10578862
2023-09-20,SP00334,Quần,8,742552,5940416
2023-03-09,SP00058,Váy,10,1384124,13841240
2023-04-24,SP00064,Áo,9,1395229,12557061
2024-01-01,SP00441,Mũ,2,1545762,3091524
2023-05-31,SP00465,Đầm,5,152311,761555
2023-03-24,SP00137,Váy,10,1560431,15604310
2023-05-03,SP00218,Quần,5,1551381,7756905
2023-09-22,SP00201,Phụ kiện,4,1682547,6730188
2023-07-19,SP00053,Giày,1,1597242,1597242
2023-04-05,SP00275,Phụ kiện,9,1409547,12685923
2023-05-18,SP00275,Giày,6,1798253,10789518
2023-04-17,SP00218,Phụ kiện,6,620095,3720570
2023-07-09,SP00417,Đầm,4,1763467,7053868
2023-12-09,SP00316,Giày,9,456492,4108428
2023-06-03,SP00034,Váy,6,1657787,9946722
2023-01-19,SP00467,Túi xách,9,337811,3040299
2023-01-11,SP00139,Đầm,8,1840865,14726920
2023-07-10,SP00221,Áo,2,1704535,3409070
2023-08-03,SP00147,Mũ,2,1779429,3558858
2023-05-01,SP00307,Váy,5,1819356,9096780
2023-06-16,SP00197,Giày,9,1816163,16345467
2023-11-17,SP00430,Quần,9,1512196,13609764
2023-09-21,SP00105,Áo,4,1433868,5735472
2023-03-31,SP00143,Đầm,9,1810534,16294806
2023-09-24,SP00409,Mũ,7,1546471,10825297
2023-10-11,SP00279,Túi xách,9,850760,7656840
2023-10-02,SP00016,Váy,6,1367746,8206476
2023-08-23,SP00099,Đầm,7,1973559,13814913
2023-11-13,SP00445,Túi xách,3,1574975,4724925
2023-05-04,SP00178,Quần,1,1271301,1271301
2023-02-26,SP00474,Phụ kiện,9,1628023,14652207
2023-08-03,SP00439,Phụ kiện,8,1737416,13899328
2023-04-29,SP00014,Giày,2,695281,1390562
2023-04-23,SP00084,Giày,6,658923,3953538
2023-11-19,SP00410,Túi xách,8,323275,2586200
2023-07-12,SP00011,Đầm,9,1688043,15192387
2023-12-31,SP00429,Áo,10,1813362,18133620
2023-06-28,SP00082,Quần,5,144851,724255
2023-06-08,SP00015,Giày,8,1593235,12745880
2023-04-14,SP00083,Mũ,2,223207,446414
2023-06-17,SP00289,Áo,4,1238216,4952864
2023-03-10,SP00458,Váy,5,1776897,8884485
2023-10-02,SP00370,Áo,4,1611083,6444332
2023-12-27,SP00040,Đầm,1,309890,309890
2023-02-05,SP00174,Phụ kiện,9,1464100,13176900
2023-08-29,SP00156,Áo,7,310856,2175992
2023-09-09,SP00389,Đầm,10,324311,3243110
2023-02-09,SP00309,Quần,9,712337,6411033
2023-04-07,SP00243,Váy,10,106531,1065310
2023-03-14,SP00044,Mũ,9,1839759,16557831
2023-07-11,SP00334,Quần,8,1017803,8142424
2023-12-13,SP00239,Đầm,7,1563841,10946887
2023-12-07,SP00462,Váy,9,1129274,10163466
2023-05-11,SP00248,Váy,10,460574,4605740
2023-10-03,SP00072,Áo,9,1971772,17745948
2023-10-19,SP00122,Mũ,5,142959,714795
2023-10-27,SP00344,Giày,9,627816,5650344
2023-09-07,SP00237,Phụ kiện,7,1622797,11359579
2023-04-09,SP00429,Phụ kiện,3,386661,1159983
2023-05-11,SP00499,Đầm,8,1343284,10746272
2023-03-09,SP00265,Đầm,4,1738550,6954200
2023-09-12,SP00054,Đầm,2,1668916,3337832
2023-01-25,SP00186,Mũ,3,1466050,4398150
2023-09-23,SP00337,Túi xách,4,1325698,5302792
2023-12-08,SP00011,Quần,6,1586372,9518232
2023-03-13,SP00415,Áo,1,1931523,1931523
2023-04-25,SP00175,Túi xách,8,383156,3065248
2023-02-09,SP00409,Quần,4,1859160,7436640
2023-02-06,SP00063,Phụ kiện,8,658396,5267168
2023-05-01,SP00138,Túi xách,10,1254547,12545470
2023-06-11,SP00100,Áo,1,1127459,1127459
2023-01-10,SP00337,Giày,7,1687166,11810162
2023-03-24,SP00226,Túi xách,3,871618,2614854
2023-10-08,SP00464,Giày,5,572035,2860175
2023-05-23,SP00294,Túi xách,2,1997170,3994340
2023-11-29,SP00340,Túi xách,1,1480748,1480748
2023-12-03,SP00243,Quần,4,1014897,4059588
2023-09-29,SP00125,Váy,10,222007,2220070
2023-05-07,SP00063,Túi xách,7,838471,5869297
2023-09-26,SP00326,Túi xách,2,945184,1890368
2023-02-14,SP00461,Mũ,8,1379358,11034864
2023-03-24,SP00338,Váy,8,791212,6329696
2023-02-26,SP00389,Phụ kiện,5,966956,4834780
2023-06-27,SP00109,Phụ kiện,8,118783,950264
2023-02-23,SP00083,Áo,1,1129286,1129286
2023-10-12,SP00094,Phụ kiện,6,802171,4813026
2023-01-26,SP00402,Túi xách,6,1621934,9731604
2023-11-20,SP00155,Đầm,6,1579485,9476910
2023-04-16,SP00062,Mũ,8,257897,2063176
2023-03-22,SP00414,Váy,9,1310155,11791395
2023-01-24,SP00416,Phụ kiện,3,1721963,5165889
2023-02-22,SP00343,Phụ kiện,2,370595,741190
2023-05-29,SP00155,Mũ,8,807982,6463856
2023-10-12,SP00155,Quần,8,678071,5424568
2023-11-08,SP00355,Túi xách,7,221380,1549660
2023-07-06,SP00090,Mũ,5,1716760,8583800
2023-10-31,SP00076,Quần,5,317318,1586590
2023-02-21,SP00218,Đầm,2,1397948,2795896
2023-08-22,SP00455,Túi xách,8,150170,1201360
2023-07-23,SP00028,Áo,9,1074617,9671553
2023-12-26,SP00098,Đầm,10,780330,7803300
2023-02-21,SP00418,Quần,8,390454,3123632
2023-07-15,SP00184,Áo,9,340588,3065292
2023-08-22,SP00035,Quần,7,254185,1779295
2023-10-07,SP00046,Váy,2,294636,589272
2023-10-26,SP00023,Phụ kiện,8,1868604,14948832
2023-03-19,SP00188,Mũ,5,1796774,8983870
2023-10-18,SP00074,Phụ kiện,1,1025327,1025327
2023-12-26,SP00198,Quần,5,1598332,7991660
2023-05-07,SP00058,Phụ kiện,7,267859,1875013
2023-07-15,SP00287,Giày,2,1471206,2942412
2023-01-30,SP00328,Giày,10,231067,2310670
2023-06-10,SP00074,Giày,10,591554,5915540
2023-02-13,SP00307,Giày,3,1984619,5953857
2023-12-08,SP00485,Giày,4,1917653,7670612
2023-02-28,SP00046,Giày,3,349576,1048728
2023-04-09,SP00072,Mũ,3,705704,2117112
2023-01-03,SP00314,Túi xách,10,564492,5644920
2023-04-07,SP00467,Váy,9,371098,3339882
2023-07-26,SP00253,Quần,3,1623497,4870491
2023-01-23,SP00486,Đầm,7,971014,6797098
2023-08-28,SP00444,Đầm,7,1543382,10803674
2023-11-22,SP00137,Áo,6,735450,4412700
2023-05-12,SP00458,Áo,5,813038,4065190
2023-06-10,SP00366,Giày,4,1707422,6829688
2023-12-29,SP00097,Giày,5,1173092,5865460
2023-11-26,SP00300,Mũ,10,795416,7954160
2023-04-12,SP00411,Mũ,5,1411589,7057945
2023-08-20,SP00223,Phụ kiện,4,1492402,5969608
2023-08-05,SP00318,Quần,5,314785,1573925
2023-03-02,SP00117,Túi xách,1,1209465,1209465
2023-12-23,SP00103,Giày,6,1422110,8532660
2023-08-09,SP00414,Quần,7,418461,2929227
2023-10-13,SP00472,Túi xách,7,1231955,8623685
2023-02-21,SP00095,Quần,4,1299995,5199980
2023-12-03,SP00168,Phụ kiện,3,1683518,5050554
2023-01-03,SP00120,Phụ kiện,5,899794,4498970
2023-10-28,SP00353,Túi xách,7,156200,1093400
2023-08-27,SP00101,Quần,1,1058477,1058477
2023-04-30,SP00272,Quần,3,387110,1161330
2023-11-09,SP00221,Quần,6,1504928,9029568
2023-04-03,SP00198,Phụ kiện,7,1630081,11410567
2023-04-27,SP00174,Túi xách,9,1471404,13242636
2023-07-26,SP00319,Mũ,3,1501728,4505184
2023-01-09,SP00391,Túi xách,4,114895,459580
2023-08-24,SP00258,Mũ,9,1762628,15863652
2023-01-08,SP00355,Mũ,3,117542,352626
2023-11-05,SP00354,Giày,9,1049590,9446310
2023-05-02,SP00477,Túi xách,3,147238,441714
2023-06-10,SP00106,Mũ,1,402086,402086
2023-06-07,SP00008,Đầm,9,1687522,15187698
2023-10-26,SP00320,Áo,3,1630683,4892049
2023-01-23,SP00309,Váy,5,862733,4313665
2023-09-17,SP00007,Quần,2,569145,1138290
2023-03-20,SP00017,Áo,7,728046,5096322
2023-03-03,SP00042,Quần,4,973121,3892484
2023-11-26,SP00379,Túi xách,5,1380282,6901410
2023-10-15,SP00065,Túi xách,7,1382033,9674231
2023-05-15,SP00104,Mũ,4,138196,552784
2023-01-11,SP00202,Phụ kiện,9,152855,1375695
2023-08-03,SP00402,Túi xách,10,1117046,11170460
2023-11-05,SP00265,Mũ,6,1315103,7890618
2023-09-26,SP00161,Quần,6,761743,4570458
2023-09-22,SP00034,Giày,1,468063,468063
2023-11-28,SP00317,Túi xách,2,1062160,2124320
2023-06-21,SP00201,Mũ,10,315574,3155740
2023-05-25,SP00068,Váy,7,1978155,13847085
2023-01-27,SP00490,Áo,9,1428501,12856509
2023-07-26,SP00246,Quần,3,588118,1764354
2023-06-25,SP00116,Túi xách,5,1325675,6628375
2023-01-04,SP00120,Áo,2,1306805,2613610
2023-06-10,SP00089,Mũ,9,512093,4608837
2023-03-23,SP00073,Đầm,8,1525899,12207192
2023-04-27,SP00260,Giày,3,1385713,4157139
2023-07-29,SP00282,Váy,6,669708,4018248
2023-09-19,SP00320,Phụ kiện,1,995262,995262
2023-10-01,SP00359,Giày,2,1621720,3243440
2023-06-17,SP00375,Đầm,2,387637,775274
2023-12-29,SP00252,Áo,5,137259,686295
2023-11-12,SP00422,Váy,6,1777600,10665600
2023-10-13,SP00119,Váy,4,1204341,4817364
2023-04-07,SP00389,Đầm,1,1706063,1706063
2023-01-16,SP00028,Quần,9,1443626,12992634
2023-11-23,SP00216,Quần,7,337497,2362479
2023-10-07,SP00016,Quần,3,1126812,3380436
2023-03-15,SP00404,Váy,10,227497,2274970
2023-10-18,SP00329,Túi xách,10,740751,7407510
2023-12-26,SP00150,Túi xách,7,1534728,10743096
2023-01-02,SP00179,Đầm,5,883693,4418465
2023-12-11,SP00107,Túi xách,6,546595,3279570
2023-01-06,SP00178,Váy,5,1207891,6039455
2023-04-05,SP00398,Mũ,9,357469,3217221
2023-04-01,SP00451,Váy,3,461738,1385214
2023-10-16,SP00075,Phụ kiện,10,874501,8745010
2023-04-18,SP00223,Túi xách,7,912183,6385281
2023-05-04,SP00473,Túi xách,5,850653,4253265
2023-06-26,SP00356,Váy,2,350810,701620
2023-07-24,SP00398,Áo,6,1806530,10839180
2023-01-20,SP00443,Áo,4,240270,961080
2023-11-11,SP00142,Áo,5,1171529,5857645
2023-07-20,SP00274,Váy,10,1763348,17633480
2023-02-25,SP00294,Phụ kiện,9,1528037,13752333
2023-12-09,SP00045,Áo,7,975807,6830649
2023-11-09,SP00316,Váy,5,1744971,8724855
2023-08-14,SP00019,Quần,6,1989898,11939388
2023-05-12,SP00018,Giày,3,743683,2231049
2023-04-19,SP00471,Phụ kiện,3,1135043,3405129
2023-11-16,SP00125,Phụ kiện,9,715322,6437898
2023-10-21,SP00108,Váy,2,1661789,3323578
2023-10-21,SP00119,Mũ,7,1797384,12581688
2023-04-19,SP00421,Đầm,9,907297,8165673
2023-02-02,SP00479,Giày,6,1698049,10188294
2023-01-19,SP00069,Đầm,8,1314716,10517728
2023-05-19,SP00444,Đầm,6,1944833,11668998
2023-01-05,SP00190,Giày,3,1462534,4387602
2023-05-07,SP00216,Túi xách,8,1261184,10089472
2023-07-20,SP00035,Mũ,2,1519190,3038380
2023-09-04,SP00105,Mũ,2,1881916,3763832
2023-08-01,SP00372,Váy,9,903674,8133066
2023-05-29,SP00321,Phụ kiện,5,1915707,9578535
2023-04-06,SP00107,Quần,10,717643,7176430
2023-03-25,SP00069,Váy,8,645559,5164472
2023-08-30,SP00325,Áo,9,349822,3148398
2023-03-26,SP00497,Giày,9,1194687,10752183
2023-05-24,SP00035,Áo,3,386061,1158183
2023-01-08,SP00112,Túi xách,2,1167804,2335608
2023-07-11,SP00486,Giày,1,261644,261644
2023-10-02,SP00043,Phụ kiện,4,781408,3125632
2023-07-01,SP00018,Váy,3,119164,357492
2023-04-12,SP00283,Áo,10,1204009,12040090
2023-05-26,SP00026,Mũ,10,389504,3895040
2023-03-23,SP00487,Áo,4,1123218,4492872
2023-01-03,SP00107,Phụ kiện,8,864101,6912808
2023-05-07,SP00298,Giày,7,507250,3550750
2023-03-18,SP00184,Mũ,8,537440,4299520
2023-07-02,SP00179,Mũ,5,1162463,5812315
2023-06-08,SP00309,Giày,4,589798,2359192
2023-06-12,SP00480,Đầm,3,892758,2678274
2023-07-07,SP00134,Phụ kiện,7,551740,3862180
2023-02-20,SP00422,Váy,10,1179445,11794450
2023-06-24,SP00492,Mũ,4,826319,3305276
2023-11-03,SP00158,Áo,5,428065,2140325
2023-03-24,SP00224,Quần,3,544448,1633344
2023-04-05,SP00123,Quần,7,811344,5679408
2023-07-08,SP00306,Đầm,4,126910,507640
2023-08-23,SP00261,Váy,8,835292,6682336
2023-10-23,SP00240,Quần,3,507958,1523874
2023-01-08,SP00433,Đầm,5,1729964,8649820
2023-07-10,SP00473,Quần,2,258408,516816
2023-03-11,SP00101,Áo,1,1139397,1139397
2023-11-28,SP00110,Quần,3,481841,1445523
2023-09-12,SP00162,Váy,2,1028223,2056446
2023-02-14,SP00295,Phụ kiện,4,1425103,5700412
2023-09-11,SP00301,Quần,9,697833,6280497
2023-12-31,SP00130,Đầm,7,968784,6781488
2023-03-13,SP00251,Phụ kiện,1,1005687,1005687
2023-02-24,SP00406,Phụ kiện,1,1644214,1644214
2023-07-28,SP00304,Mũ,5,721466,3607330
2023-03-26,SP00158,Đầm,6,757499,4544994
2023-02-28,SP00360,Giày,6,1335653,8013918
2023-07-13,SP00247,Mũ,4,525993,2103972
2023-08-13,SP00073,Mũ,1,1142147,1142147
2023-10-28,SP00045,Mũ,7,1565870,10961090
2023-03-26,SP00144,Quần,2,1471801,2943602
2023-09-03,SP00120,Áo,2,1034821,2069642
2023-08-27,SP00165,Váy,2,1994453,3988906
2023-10-06,SP00185,Váy,7,747781,5234467
2023-08-26,SP00302,Phụ kiện,8,371508,2972064
2023-01-10,SP00231,Quần,7,1549008,10843056
2023-10-18,SP00096,Túi xách,7,1312457,9187199
2023-02-12,SP00060,Túi xách,9,464229,4178061
2023-11-02,SP00405,Đầm,8,1894224,15153792
2023-02-12,SP00367,Giày,6,1114934,6689604
2023-04-20,SP00276,Áo,9,277293,2495637
2023-05-08,SP00190,Váy,3,1661732,4985196
2023-01-23,SP00446,Áo,10,521310,5213100
2023-09-26,SP00022,Giày,10,544163,5441630
2023-04-04,SP00056,Váy,8,476443,3811544
2023-01-15,SP00062,Đầm,9,796152,7165368
2023-06-01,SP00125,Phụ kiện,2,1482525,2965050
2023-12-06,SP00042,Giày,8,1643256,13146048
2023-05-21,SP00226,Quần,7,1480828,10365796
2023-06-09,SP00258,Phụ kiện,3,762237,2286711
2023-06-25,SP00013,Giày,10,1640983,16409830
2023-03-28,SP00236,Phụ kiện,9,296062,2664558
2023-09-28,SP00427,Túi xách,5,1450472,7252360
2023-01-04,SP00388,Quần,8,1269857,10158856
2023-11-20,SP00024,Mũ,6,1593023,9558138
2023-05-21,SP00143,Váy,2,1299716,2599432
2023-04-01,SP00359,Đầm,7,867766,6074362
2023-07-22,SP00269,Quần,1,786799,786799
2023-08-05,SP00246,Giày,5,339893,1699465
2023-08-28,SP00413,Áo,7,274175,1919225
2023-10-04,SP00443,Áo,8,802125,6417000
2023-09-16,SP00100,Giày,7,779390,5455730
2023-03-22,SP00076,Phụ kiện,6,839644,5037864
2023-11-01,SP00104,Đầm,3,1953144,5859432
2023-06-26,SP00168,Giày,5,1353784,6768920
2023-11-13,SP00433,Đầm,5,188453,942265
2023-10-13,SP00489,Giày,7,609323,4265261
2023-03-19,SP00348,Phụ kiện,10,1220743,12207430
2023-08-28,SP00378,Túi xách,7,893213,6252491
2023-09-08,SP00331,Quần,3,810972,2432916
2023-02-06,SP00066,Mũ,2,662750,1325500
2023-12-07,SP00311,Váy,9,617401,5556609
2023-10-02,SP00398,Áo,7,1160036,8120252
2023-09-06,SP00300,Mũ,10,1357437,13574370
2023-01-19,SP00010,Áo,6,267250,1603500
2023-02-17,SP00417,Phụ kiện,2,333125,666250
2023-11-08,SP00408,Mũ,7,109533,766731
2023-09-04,SP00410,Quần,4,923728,3694912
2023-08-21,SP00272,Đầm,1,736809,736809
2023-04-20,SP00127,Áo,8,1672463,13379704
2023-04-27,SP00228,Đầm,7,1011947,7083629
2023-03-29,SP00110,Áo,10,824186,8241860
2023-10-26,SP00119,Quần,2,1264289,2528578
2023-03-26,SP00419,Phụ kiện,7,1190299,8332093
2023-04-13,SP00322,Túi xách,7,198457,1389199
2023-04-22,SP00431,Áo,5,810671,4053355
2023-04-03,SP00115,Túi xách,9,364650,3281850
2024-01-01,SP00257,Quần,9,1684882,15163938
2023-02-11,SP00069,Giày,6,1670207,10021242
2023-07-22,SP00145,Mũ,8,345784,2766272
2023-04-23,SP00429,Phụ kiện,3,1513469,4540407
2023-03-15,SP00051,Váy,4,1016758,4067032
2023-09-02,SP00477,Giày,5,927037,4635185
2023-08-02,SP00336,Quần,4,574394,2297576
